INFO      ::     INPUT       Input schedule: [(400, 'T'), (600, 'h'), (680, 'i'), (750, 's'), (900, ' '), (1000, 'i'), (1100, 's'), (1250, ' '), (1300, 'a'), (1430, ' '), (1500, 'w'), (1600, 'a'), (2000, 'y'), (2200, '\x00')]
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=40, instructions executed=13, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=43, instructions executed=14, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=46, instructions executed=15, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=49, instructions executed=16, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=52, instructions executed=17, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=55, instructions executed=18, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=58, instructions executed=19, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=61, instructions executed=20, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=64, instructions executed=21, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=67, instructions executed=22, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=70, instructions executed=23, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=73, instructions executed=24, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=76, instructions executed=25, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=79, instructions executed=26, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=82, instructions executed=27, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=85, instructions executed=28, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=88, instructions executed=29, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=91, instructions executed=30, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=94, instructions executed=31, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=97, instructions executed=32, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=100, instructions executed=33, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=103, instructions executed=34, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=106, instructions executed=35, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=109, instructions executed=36, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=112, instructions executed=37, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=115, instructions executed=38, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=118, instructions executed=39, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=121, instructions executed=40, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=124, instructions executed=41, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=127, instructions executed=42, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=130, instructions executed=43, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=133, instructions executed=44, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=136, instructions executed=45, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=139, instructions executed=46, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=142, instructions executed=47, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=145, instructions executed=48, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=148, instructions executed=49, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=151, instructions executed=50, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=154, instructions executed=51, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=157, instructions executed=52, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=160, instructions executed=53, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=163, instructions executed=54, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=166, instructions executed=55, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=169, instructions executed=56, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=172, instructions executed=57, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=175, instructions executed=58, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=178, instructions executed=59, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=181, instructions executed=60, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=184, instructions executed=61, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=187, instructions executed=62, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=190, instructions executed=63, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=193, instructions executed=64, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=196, instructions executed=65, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=199, instructions executed=66, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=202, instructions executed=67, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=205, instructions executed=68, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=208, instructions executed=69, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=211, instructions executed=70, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=214, instructions executed=71, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=217, instructions executed=72, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=220, instructions executed=73, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=223, instructions executed=74, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=226, instructions executed=75, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=229, instructions executed=76, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=232, instructions executed=77, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=235, instructions executed=78, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=238, instructions executed=79, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=241, instructions executed=80, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=244, instructions executed=81, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=247, instructions executed=82, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=250, instructions executed=83, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=253, instructions executed=84, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=256, instructions executed=85, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=259, instructions executed=86, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=262, instructions executed=87, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=265, instructions executed=88, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=268, instructions executed=89, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=271, instructions executed=90, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=274, instructions executed=91, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=277, instructions executed=92, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=280, instructions executed=93, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=283, instructions executed=94, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=286, instructions executed=95, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=289, instructions executed=96, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=292, instructions executed=97, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=295, instructions executed=98, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=298, instructions executed=99, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=301, instructions executed=100, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=304, instructions executed=101, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=307, instructions executed=102, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=310, instructions executed=103, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=313, instructions executed=104, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=316, instructions executed=105, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=319, instructions executed=106, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=322, instructions executed=107, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=325, instructions executed=108, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=328, instructions executed=109, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=331, instructions executed=110, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=334, instructions executed=111, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=337, instructions executed=112, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=340, instructions executed=113, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=343, instructions executed=114, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=346, instructions executed=115, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=349, instructions executed=116, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=352, instructions executed=117, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=355, instructions executed=118, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=358, instructions executed=119, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=361, instructions executed=120, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=364, instructions executed=121, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=367, instructions executed=122, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=370, instructions executed=123, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=373, instructions executed=124, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=376, instructions executed=125, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=379, instructions executed=126, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=382, instructions executed=127, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=385, instructions executed=128, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=388, instructions executed=129, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=391, instructions executed=130, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=394, instructions executed=131, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=397, instructions executed=132, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=400, instructions executed=133, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=408, instructions executed=134, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [84]
DEBUG     ::     SYSTEM      ControlUnit: time=413, instructions executed=135, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [84, 84]
DEBUG     ::     SYSTEM      ControlUnit: time=418, instructions executed=136, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [84, 84, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=422, instructions executed=137, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 84 and 0
DEBUG     ::     SYSTEM      Data stack: [84, 1]
DEBUG     ::     SYSTEM      ControlUnit: time=429, instructions executed=138, interruption = True
